store_id,date,weekly_sales,markdown,is_holiday,temperature_f,fuel_price,cpi,unemployment_rate
ST01,2019-05-29,19072.88,0.0,0,79.0,3.54,214.2,8.73
ST01,2019-05-30,19097.89,0.0,0,92.5,2.63,209.58,6.36
ST01,2019-05-31,17714.78,0.0,0,22.2,2.97,224.93,8.05
ST01,2019-06-01,22431.37,0.0,0,48.8,4.25,227.75,9.1
ST01,2019-06-02,22983.33,0.0,0,45.4,4.2,190.28,7.78
ST01,2019-06-03,19777.66,0.0,0,87.4,2.5,215.48,8.47
ST01,2019-06-04,18322.8,0.0,0,72.7,3.87,209.51,4.93
ST01,2019-06-05,21981.36,0.0,0,38.7,2.6,225.89,7.68
ST01,2019-06-06,22183.37,0.0,0,25.2,3.12,222.14,4.6
ST01,2019-06-07,18597.3,0.0,0,69.6,2.93,224.28,4.63
ST01,2019-06-08,25747.34,0.0,0,44.7,3.06,210.32,6.6
ST01,2019-06-09,23966.06,0.0,0,40.9,3.86,215.84,4.74
ST01,2019-06-10,22353.1,0.0,0,41.1,4.03,210.1,4.63
ST01,2019-06-11,22898.71,928.35,0,56.2,2.84,198.2,6.81
ST01,2019-06-12,18623.47,0.0,0,67.7,4.0,218.75,7.94
ST01,2019-06-13,18029.33,0.0,0,39.3,3.95,212.75,7.03
ST01,2019-06-14,17428.25,0.0,0,42.3,4.2,220.13,8.85
ST01,2019-06-15,23988.84,1357.96,0,93.6,4.33,208.24,6.45
ST01,2019-06-16,25509.95,0.0,0,20.6,2.75,209.57,7.87
ST01,2019-06-17,22117.86,0.0,0,49.1,3.71,199.62,8.95
ST01,2019-06-18,19283.94,0.0,0,54.5,3.33,225.52,9.23
ST01,2019-06-19,19717.64,0.0,0,92.9,4.06,216.82,7.0
ST01,2019-06-20,20599.77,2541.86,0,83.5,3.39,190.89,9.35
ST01,2019-06-21,19118.19,0.0,0,32.3,3.3,229.98,8.99
ST01,2019-06-22,21540.77,0.0,0,83.8,2.8,209.36,5.8
ST01,2019-06-23,28465.78,0.0,0,44.8,4.18,196.47,4.99
ST01,2019-06-24,19075.88,0.0,0,88.2,3.01,191.52,7.34
ST01,2019-06-25,19344.17,0.0,0,79.9,3.81,229.65,9.01
ST01,2019-06-26,21621.7,0.0,0,81.9,3.64,224.94,7.73
ST01,2019-06-27,19595.13,0.0,0,22.3,3.8,211.58,8.08
ST01,2019-06-28,20722.5,2666.75,0,34.7,2.51,198.58,4.91
ST01,2019-06-29,24834.71,0.0,0,55.5,3.46,227.71,6.93
ST01,2019-06-30,24126.06,0.0,0,21.3,3.57,206.17,5.94
ST01,2019-07-01,20988.27,0.0,0,26.3,3.29,220.08,6.77
ST01,2019-07-02,19673.33,2101.91,0,58.2,2.62,201.84,5.99
ST01,2019-07-03,17808.06,0.0,0,71.8,4.37,209.85,5.89
ST01,2019-07-04,20616.7,0.0,0,20.2,3.64,202.05,9.04
ST01,2019-07-05,19849.22,0.0,0,22.1,4.03,221.96,5.72
ST01,2019-07-06,25502.42,0.0,0,57.2,3.63,223.84,7.16
ST01,2019-07-07,23340.52,1621.89,0,33.7,3.89,207.27,4.81
ST01,2019-07-08,21422.35,2275.12,0,76.2,2.95,213.81,8.86
ST01,2019-07-09,17194.51,0.0,0,82.3,3.32,213.28,8.0
ST01,2019-07-10,17193.46,0.0,0,77.7,4.08,214.8,6.82
ST01,2019-07-11,21380.93,0.0,0,72.6,3.06,216.32,5.14
ST01,2019-07-12,19450.13,0.0,0,32.7,2.85,196.33,7.12
ST01,2019-07-13,27185.19,0.0,0,51.7,3.0,213.09,7.17
ST01,2019-07-14,28222.68,0.0,0,42.5,3.76,195.1,6.6
ST01,2019-07-15,17937.71,0.0,0,89.3,4.32,191.26,8.87
ST01,2019-07-16,20777.8,2349.87,0,76.7,3.32,228.32,5.7
ST01,2019-07-17,22238.2,0.0,0,85.9,4.24,204.37,5.45
ST01,2019-07-18,19343.58,0.0,0,24.5,2.61,223.57,4.7
ST01,2019-07-19,22192.32,0.0,0,66.6,3.06,229.44,5.52
ST01,2019-07-20,25826.72,0.0,0,50.6,3.16,223.92,8.4
ST01,2019-07-21,26331.06,0.0,0,22.3,3.82,223.49,7.35
ST01,2019-07-22,21556.83,0.0,0,82.8,2.59,197.42,8.88
ST01,2019-07-23,18486.28,0.0,0,50.5,3.62,197.79,5.25
ST01,2019-07-24,21109.18,1725.73,0,69.6,2.53,193.77,5.28
ST01,2019-07-25,20595.88,0.0,0,32.0,2.99,211.77,6.29
ST01,2019-07-26,20132.33,0.0,0,35.0,3.82,210.78,8.35
ST01,2019-07-27,24907.92,0.0,0,29.5,3.57,213.67,6.0
ST01,2019-07-28,24897.9,0.0,0,23.6,2.82,201.87,5.63
ST01,2019-07-29,17447.17,0.0,0,93.2,4.16,217.35,7.24
ST01,2019-07-30,19951.18,0.0,0,29.9,2.9,207.01,5.75
ST01,2019-07-31,19222.68,0.0,0,93.4,4.01,198.54,8.89
ST01,2019-08-01,16979.42,0.0,0,30.8,3.48,216.96,6.45
ST01,2019-08-02,19702.44,0.0,0,38.0,2.97,226.75,5.87
ST01,2019-08-03,24985.45,0.0,0,26.2,3.02,213.73,5.18
ST01,2019-08-04,23327.81,0.0,0,23.0,3.38,213.27,4.66
ST01,2019-08-05,20576.03,0.0,0,39.8,4.19,213.22,9.32
ST01,2019-08-06,20671.03,0.0,0,21.0,4.43,194.95,6.72
ST01,2019-08-07,20507.07,0.0,0,37.6,4.3,229.58,4.99
ST01,2019-08-08,20086.46,0.0,0,53.4,3.7,197.63,5.89
ST01,2019-08-09,20654.4,0.0,0,93.4,3.63,215.33,4.69
ST01,2019-08-10,26039.26,0.0,0,48.1,2.62,221.25,4.77
ST01,2019-08-11,25776.03,557.59,0,43.2,3.58,228.03,7.22
ST01,2019-08-12,18796.92,0.0,0,25.1,2.56,211.86,4.88
ST01,2019-08-13,19562.03,0.0,0,65.0,3.34,217.74,6.36
ST01,2019-08-14,21589.17,0.0,0,36.8,4.37,200.63,6.22
ST01,2019-08-15,22201.91,0.0,0,52.2,4.17,229.9,6.36
ST01,2019-08-16,21651.86,1248.46,0,92.8,3.36,202.56,6.36
ST01,2019-08-17,25938.59,0.0,0,23.0,2.93,229.06,8.97
ST01,2019-08-18,23393.52,0.0,0,61.2,3.21,213.9,5.82
ST01,2019-08-19,19836.34,1942.56,0,32.2,2.94,211.83,8.81
ST01,2019-08-20,17972.64,0.0,0,78.7,4.48,219.8,6.95
ST01,2019-08-21,20070.94,0.0,0,20.9,3.2,198.42,6.6
ST01,2019-08-22,19533.86,1994.54,0,92.8,2.74,220.77,7.34
ST01,2019-08-23,18140.21,0.0,0,36.5,3.63,210.09,5.99
ST01,2019-08-24,24012.29,2601.05,0,61.9,2.73,216.11,7.85
ST01,2019-08-25,25235.93,0.0,0,31.7,3.93,222.93,7.65
ST01,2019-08-26,23674.91,0.0,0,21.2,3.0,198.4,5.07
ST01,2019-08-27,18609.96,0.0,0,74.0,3.51,213.93,8.97
ST01,2019-08-28,20443.49,0.0,0,89.6,2.55,222.08,8.34
ST01,2019-08-29,19365.44,0.0,0,28.7,3.89,219.89,9.45
ST01,2019-08-30,22998.29,0.0,0,94.7,4.2,203.32,8.7
ST01,2019-08-31,23052.13,0.0,0,35.2,4.44,209.13,9.33
ST01,2019-09-01,20088.48,0.0,0,22.6,3.44,222.94,8.29
ST01,2019-09-02,18121.35,0.0,0,83.1,3.53,227.03,6.33
ST01,2019-09-03,19042.08,0.0,0,46.7,3.21,220.18,5.33
ST01,2019-09-04,16106.14,1703.13,0,54.6,3.92,227.43,5.09
ST01,2019-09-05,19175.49,0.0,0,73.9,4.07,223.66,8.94
ST01,2019-09-06,16793.9,0.0,0,73.3,2.9,197.5,7.02
ST01,2019-09-07,17718.52,0.0,0,32.2,3.23,221.85,6.75
ST01,2019-09-08,20950.06,0.0,0,56.1,3.9,221.37,8.65
ST01,2019-09-09,19336.11,0.0,0,36.7,3.95,201.28,8.54
ST01,2019-09-10,18221.86,586.62,0,26.1,3.64,198.4,7.37
ST01,2019-09-11,18285.26,0.0,0,80.1,4.03,192.39,5.9
ST01,2019-09-12,18322.14,0.0,0,56.5,3.42,199.35,6.35
ST01,2019-09-13,17722.24,0.0,0,77.4,4.13,218.1,7.7
ST01,2019-09-14,22451.14,0.0,0,92.4,2.65,215.49,6.68
ST01,2019-09-15,21803.87,0.0,0,76.9,4.45,223.2,8.7
ST01,2019-09-16,19151.56,0.0,0,90.3,2.72,229.8,7.96
ST01,2019-09-17,19059.73,0.0,0,93.6,3.63,209.19,7.64
ST01,2019-09-18,17113.02,0.0,0,72.5,3.25,210.96,7.93
ST01,2019-09-19,16583.1,0.0,0,55.6,3.2,224.38,7.98
ST01,2019-09-20,17555.8,0.0,0,90.3,2.86,228.1,6.85
ST01,2019-09-21,19857.9,0.0,0,55.0,3.78,192.74,8.34
ST01,2019-09-22,23155.77,0.0,0,76.4,4.14,226.32,9.12
ST01,2019-09-23,15876.89,0.0,0,44.4,4.16,211.3,8.58
ST01,2019-09-24,15452.33,0.0,0,77.3,2.89,206.8,5.84
ST01,2019-09-25,17461.84,0.0,0,79.8,2.96,229.94,7.81
ST01,2019-09-26,15656.76,0.0,0,44.5,4.3,217.79,8.85
ST01,2019-09-27,14153.35,0.0,0,62.6,2.98,194.7,6.33
ST01,2019-09-28,19601.23,0.0,0,54.6,4.17,209.58,7.9
ST01,2019-09-29,21449.3,0.0,0,86.0,2.57,200.63,6.61
ST01,2019-09-30,17811.99,0.0,0,55.7,4.4,204.08,8.66
ST01,2019-10-01,17498.92,0.0,0,91.3,2.53,214.87,6.55
ST01,2019-10-02,14301.57,2493.15,0,75.4,2.51,205.89,6.69
ST01,2019-10-03,18503.36,0.0,0,70.9,2.63,212.17,9.18
ST01,2019-10-04,15451.93,0.0,0,69.1,3.61,204.03,6.2
ST01,2019-10-05,23802.67,0.0,0,84.2,3.69,216.53,5.63
ST01,2019-10-06,23430.46,2539.85,0,39.4,3.38,193.39,8.49
ST01,2019-10-07,17314.11,0.0,0,49.7,4.15,228.66,7.77
ST01,2019-10-08,20715.48,859.95,0,44.0,2.92,195.81,7.18
ST01,2019-10-09,19280.1,0.0,0,45.3,4.17,219.96,6.91
ST01,2019-10-10,18890.63,0.0,0,52.4,2.81,229.41,9.48
ST01,2019-10-11,18319.57,0.0,0,84.1,2.87,194.24,7.8
ST01,2019-10-12,19138.89,0.0,0,50.9,4.3,220.37,6.74
ST01,2019-10-13,21316.37,0.0,0,41.8,3.08,219.23,8.13
ST01,2019-10-14,16165.81,743.15,0,31.3,4.08,195.32,6.57
ST01,2019-10-15,17439.1,0.0,0,48.7,3.5,192.46,4.76
ST01,2019-10-16,17830.46,0.0,0,70.3,3.26,216.27,7.79
ST01,2019-10-17,18040.32,0.0,0,23.1,3.4,190.53,4.77
ST01,2019-10-18,17261.9,0.0,0,29.8,2.94,214.23,8.17
ST01,2019-10-19,16865.48,2533.6,0,40.7,4.12,211.1,7.66
ST01,2019-10-20,21836.37,0.0,0,71.4,3.97,207.97,6.88
ST01,2019-10-21,14653.67,0.0,0,26.6,4.48,222.7,6.76
ST01,2019-10-22,16284.28,363.37,0,40.3,3.32,195.92,7.27
ST01,2019-10-23,16727.11,0.0,0,82.8,3.32,210.56,4.62
ST01,2019-10-24,14782.4,2195.9,0,32.2,3.86,205.65,7.97
ST01,2019-10-25,18227.4,2554.54,0,33.0,3.3,216.09,7.18
ST01,2019-10-26,21857.33,2028.63,0,47.8,4.2,203.36,7.87
ST01,2019-10-27,23376.08,197.59,0,23.6,4.02,217.04,5.21
ST01,2019-10-28,17426.32,0.0,0,81.3,4.42,229.03,6.77
ST01,2019-10-29,19348.69,0.0,0,77.3,4.41,195.57,7.26
ST01,2019-10-30,17848.72,2919.45,0,22.0,3.76,210.45,5.75
ST01,2019-10-31,17886.68,0.0,0,35.9,2.92,196.8,8.32
ST01,2019-11-01,29795.61,0.0,0,66.4,2.71,193.44,7.32
ST01,2019-11-02,33323.33,0.0,0,21.5,2.68,204.94,7.41
ST01,2019-11-03,33103.47,982.06,0,65.5,3.02,217.78,5.99
ST01,2019-11-04,24544.36,0.0,0,78.0,4.23,204.41,8.77
ST01,2019-11-05,27125.26,0.0,0,52.5,2.63,207.81,5.17
ST01,2019-11-06,26429.48,0.0,0,46.5,3.0,199.94,7.88
ST01,2019-11-07,26344.92,0.0,0,26.8,3.29,202.56,7.71
ST01,2019-11-08,26206.17,0.0,0,66.9,3.92,207.65,8.99
ST01,2019-11-09,34195.85,1927.68,0,49.1,3.27,192.46,5.09
ST01,2019-11-10,27133.11,0.0,0,44.2,3.31,206.73,7.24
ST01,2019-11-11,28352.23,0.0,0,51.9,2.78,229.5,5.34
ST01,2019-11-12,27901.5,0.0,0,39.7,2.91,224.99,6.87
ST01,2019-11-13,27159.85,0.0,0,92.3,2.79,199.1,7.2
ST01,2019-11-14,26537.4,0.0,0,34.6,2.75,203.42,7.52
ST01,2019-11-15,28473.89,0.0,0,84.4,2.81,203.92,5.18
ST01,2019-11-16,32877.7,0.0,0,78.4,3.72,196.0,7.32
ST01,2019-11-17,30215.8,0.0,0,58.1,3.63,199.74,6.53
ST01,2019-11-18,29033.08,0.0,0,30.8,2.59,227.45,8.36
ST01,2019-11-19,26189.4,0.0,0,47.6,4.18,221.38,6.48
ST01,2019-11-20,28383.6,0.0,0,81.1,4.0,208.05,6.94
ST01,2019-11-21,23773.3,0.0,0,52.7,4.45,225.42,5.15
ST01,2019-11-22,26367.67,0.0,1,63.0,3.63,228.98,6.63
ST01,2019-11-23,38631.79,0.0,1,93.3,3.96,199.68,8.08
ST01,2019-11-24,28547.29,0.0,1,54.6,4.25,201.31,8.15
ST01,2019-11-25,32510.82,0.0,1,24.9,3.98,203.78,8.8
ST01,2019-11-26,27381.89,1946.37,1,28.9,2.64,205.17,8.55
ST01,2019-11-27,30676.82,1202.71,1,53.8,3.36,211.93,6.25
ST01,2019-11-28,21003.48,0.0,1,39.2,3.75,219.83,4.81
ST01,2019-11-29,27548.01,0.0,0,40.5,3.39,212.52,6.76
ST01,2019-11-30,36518.56,0.0,0,86.1,3.03,204.19,9.37
ST01,2019-12-01,30806.33,0.0,0,48.8,4.02,227.33,8.97
ST01,2019-12-02,27464.2,2005.93,0,67.1,2.66,192.49,9.0
ST01,2019-12-03,27188.37,0.0,0,59.6,4.19,224.15,7.87
ST01,2019-12-04,24555.43,0.0,0,38.0,3.81,199.35,8.65
ST01,2019-12-05,26730.56,0.0,0,71.4,2.53,215.09,6.25
ST01,2019-12-06,26687.15,0.0,0,43.5,4.43,226.98,8.25
ST01,2019-12-07,33186.11,0.0,0,64.5,3.31,208.13,6.67
ST01,2019-12-08,34848.61,1329.74,0,79.7,4.03,202.35,8.43
ST01,2019-12-09,27712.52,0.0,0,66.4,3.71,216.61,8.48
ST01,2019-12-10,30223.4,0.0,0,73.9,3.1,193.83,5.27
ST01,2019-12-11,26675.84,0.0,0,53.4,2.79,214.55,7.07
ST01,2019-12-12,23215.26,0.0,0,53.5,3.79,203.8,6.15
ST01,2019-12-13,26935.45,0.0,0,25.2,4.37,198.39,9.02
ST01,2019-12-14,36343.21,0.0,0,29.5,3.65,199.63,8.02
ST01,2019-12-15,34060.67,0.0,0,91.3,3.97,220.69,5.78
ST01,2019-12-16,25453.41,0.0,0,93.1,4.28,198.17,6.83
ST01,2019-12-17,24257.81,0.0,0,70.0,3.27,207.22,5.88
ST01,2019-12-18,22852.12,0.0,0,91.3,3.52,190.77,6.72
ST01,2019-12-19,22707.42,0.0,0,33.3,3.97,210.94,8.98
ST01,2019-12-20,28071.72,0.0,0,55.7,2.9,191.95,7.43
ST01,2019-12-21,28504.97,0.0,0,32.1,3.34,204.29,6.11
ST01,2019-12-22,30362.45,0.0,0,79.1,2.75,191.74,8.7
ST01,2019-12-23,24915.6,0.0,0,94.1,2.75,208.5,9.46
ST01,2019-12-24,27183.97,2122.38,1,61.1,4.31,194.45,9.06
ST01,2019-12-25,25357.15,0.0,1,85.0,3.33,200.24,5.5
ST01,2019-12-26,30158.7,0.0,0,22.0,3.32,215.19,7.73
ST01,2019-12-27,28021.15,0.0,0,35.1,3.19,201.87,6.8
ST01,2019-12-28,31899.01,0.0,0,71.4,3.45,190.96,5.0
ST01,2019-12-29,30555.54,0.0,0,84.8,4.43,200.83,9.28
ST01,2019-12-30,24791.73,1147.79,0,23.3,3.78,193.94,7.97
